source,input_text,output_text,normalized_input,structured_text
gretelai/symptom_to_diagnosis,"I've been having back pain, a hacking cough, and numbness in my arms and legs. My neck hurts too, and I've been having trouble staying balanced and without getting lightheaded.",cervical spondylosis,i ve been having back pain a hacking cough and numbness in my arms and legs my neck hurts too and i ve been having trouble staying balanced and without getting lightheaded,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having back pain, a hacking cough, and numbness in my arms and legs. My neck hurts too, and I've been having trouble staying balanced and without getting lightheaded.
POSSIBLE_CONDITION: cervical spondylosis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been experiencing headaches, as well as blurred and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance",migraine,i have been experiencing headaches as well as blurred and distorted vision excessive hunger a stiff neck depression irritability and visual disturbance,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been experiencing headaches, as well as blurred and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance
POSSIBLE_CONDITION: migraine
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been having a lot of headaches, and they are really bad. I also have some vision problems, and I feel really sick to my stomach.",migraine,i have been having a lot of headaches and they are really bad i also have some vision problems and i feel really sick to my stomach,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having a lot of headaches, and they are really bad. I also have some vision problems, and I feel really sick to my stomach.
POSSIBLE_CONDITION: migraine
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been drinking a lot more water and going to the bathroom a lot more often. My mouth and throat are always dry. I've been really hungry and eating a lot more lately.,diabetes,i ve been drinking a lot more water and going to the bathroom a lot more often my mouth and throat are always dry i ve been really hungry and eating a lot more lately,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been drinking a lot more water and going to the bathroom a lot more often. My mouth and throat are always dry. I've been really hungry and eating a lot more lately.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been having headaches, chest pains, and lightheadedness. It is hard for me to concentrate at work.",hypertension,i have been having headaches chest pains and lightheadedness it is hard for me to concentrate at work,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having headaches, chest pains, and lightheadedness. It is hard for me to concentrate at work.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having frequent headaches, stomach acid, indigestion, hazy and distorted vision, increased appetite, stiff neck, depression, irritation, and visual distortion.",migraine,i ve been having frequent headaches stomach acid indigestion hazy and distorted vision increased appetite stiff neck depression irritation and visual distortion,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having frequent headaches, stomach acid, indigestion, hazy and distorted vision, increased appetite, stiff neck, depression, irritation, and visual distortion.
POSSIBLE_CONDITION: migraine
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been having a lot of headaches and blurred vision. I also feel like I'm always hungry and my neck is sore. I've been feeling really irritable and sad too.,migraine,i ve been having a lot of headaches and blurred vision i also feel like i m always hungry and my neck is sore i ve been feeling really irritable and sad too,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a lot of headaches and blurred vision. I also feel like I'm always hungry and my neck is sore. I've been feeling really irritable and sad too.
POSSIBLE_CONDITION: migraine
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having abdominal pain for a few days now. It's been coming and going, but it's really unpleasant. I've also been constipated and vomiting. I'm really concerned about my health.",typhoid,i ve been having abdominal pain for a few days now it s been coming and going but it s really unpleasant i ve also been constipated and vomiting i m really concerned about my health,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having abdominal pain for a few days now. It's been coming and going, but it's really unpleasant. I've also been constipated and vomiting. I'm really concerned about my health.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a strange odor in my urine, it's been red or black, and both. My body temperature has been fluctuating a lot, and it keeps me up at night.",urinary tract infection,i ve been having a strange odor in my urine it s been red or black and both my body temperature has been fluctuating a lot and it keeps me up at night,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a strange odor in my urine, it's been red or black, and both. My body temperature has been fluctuating a lot, and it keeps me up at night.
POSSIBLE_CONDITION: urinary tract infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a metallic taste in my mouth and my tongue feels weird. I also have joint and muscle pain.,drug reaction,i have a metallic taste in my mouth and my tongue feels weird i also have joint and muscle pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a metallic taste in my mouth and my tongue feels weird. I also have joint and muscle pain.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a constant hunger and I eat a lot. My stomach hurts and cramps sometimes. I have gas and bloating after I eat, and it hurts a lot.",peptic ulcer disease,i have a constant hunger and i eat a lot my stomach hurts and cramps sometimes i have gas and bloating after i eat and it hurts a lot,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a constant hunger and I eat a lot. My stomach hurts and cramps sometimes. I have gas and bloating after I eat, and it hurts a lot.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having blood in my urine. I also feel sick after I pee, and I've been running a fever.",urinary tract infection,i ve been having blood in my urine i also feel sick after i pee and i ve been running a fever,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having blood in my urine. I also feel sick after I pee, and I've been running a fever.
POSSIBLE_CONDITION: urinary tract infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have trouble breathing, especially when I exercise. I sweat and get flushed for no reason. I get yeast infections and urinary tract infections a lot.",diabetes,i have trouble breathing especially when i exercise i sweat and get flushed for no reason i get yeast infections and urinary tract infections a lot,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have trouble breathing, especially when I exercise. I sweat and get flushed for no reason. I get yeast infections and urinary tract infections a lot.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really sick. I have a fever, chills, and my stomach hurts really bad. I've been feeling this way for a few days now, and I can't seem to get rid of it.",typhoid,i ve been feeling really sick i have a fever chills and my stomach hurts really bad i ve been feeling this way for a few days now and i can t seem to get rid of it,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick. I have a fever, chills, and my stomach hurts really bad. I've been feeling this way for a few days now, and I can't seem to get rid of it.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having diarrhea and constipation, which is really bothering me. I have a really bad stomachache, and I'm always tired and don't want to eat.",typhoid,i ve been having diarrhea and constipation which is really bothering me i have a really bad stomachache and i m always tired and don t want to eat,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having diarrhea and constipation, which is really bothering me. I have a really bad stomachache, and I'm always tired and don't want to eat.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been having headaches for a long time. They are usually on one side of my head and are very painful. I also get nausea, vomiting, and sensitivity to light and sound.",migraine,i have been having headaches for a long time they are usually on one side of my head and are very painful i also get nausea vomiting and sensitivity to light and sound,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having headaches for a long time. They are usually on one side of my head and are very painful. I also get nausea, vomiting, and sensitivity to light and sound.
POSSIBLE_CONDITION: migraine
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a burning ache in my legs that gets worse when I stand or walk for long periods of time.,varicose veins,i have a burning ache in my legs that gets worse when i stand or walk for long periods of time,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a burning ache in my legs that gets worse when I stand or walk for long periods of time.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have red spots all over my body, and they are itchy. Some of the spots are a different color than my skin. I also have some lumps or pimples on my skin.",fungal infection,i have red spots all over my body and they are itchy some of the spots are a different color than my skin i also have some lumps or pimples on my skin,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have red spots all over my body, and they are itchy. Some of the spots are a different color than my skin. I also have some lumps or pimples on my skin.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have small red spots all over my body. I'm worried about them. I'm also very tired and have a mild fever every night.,chicken pox,i have small red spots all over my body i m worried about them i m also very tired and have a mild fever every night,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have small red spots all over my body. I'm worried about them. I'm also very tired and have a mild fever every night.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a rash all over my body that is red and itchy. I also have some small bumps that look like pimples and some strange patches that are a different color than the rest of my skin.,fungal infection,i have a rash all over my body that is red and itchy i also have some small bumps that look like pimples and some strange patches that are a different color than the rest of my skin,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash all over my body that is red and itchy. I also have some small bumps that look like pimples and some strange patches that are a different color than the rest of my skin.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I sometimes have blood in my urine and I feel a little sick. I also sometimes have really bad smelling pee and I get really hot at night.,urinary tract infection,i sometimes have blood in my urine and i feel a little sick i also sometimes have really bad smelling pee and i get really hot at night,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I sometimes have blood in my urine and I feel a little sick. I also sometimes have really bad smelling pee and I get really hot at night.
POSSIBLE_CONDITION: urinary tract infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a stomach pain that keeps me up at night. I get tired after using the bathroom and I don't want to eat. I worry all the time.,peptic ulcer disease,i have a stomach pain that keeps me up at night i get tired after using the bathroom and i don t want to eat i worry all the time,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a stomach pain that keeps me up at night. I get tired after using the bathroom and I don't want to eat. I worry all the time.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have pain in my pelvic area and I vomit a lot. Sometimes there is blood in my pee and it smells really bad. I also get headaches and have trouble sleeping.,urinary tract infection,i have pain in my pelvic area and i vomit a lot sometimes there is blood in my pee and it smells really bad i also get headaches and have trouble sleeping,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have pain in my pelvic area and I vomit a lot. Sometimes there is blood in my pee and it smells really bad. I also get headaches and have trouble sleeping.
POSSIBLE_CONDITION: urinary tract infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I'm having trouble breathing, and my fever is really high. I'm sweating and shivering. My heart is racing, and I'm really tired. I'm also about to cough up some brown phlegm.",pneumonia,i m having trouble breathing and my fever is really high i m sweating and shivering my heart is racing and i m really tired i m also about to cough up some brown phlegm,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm having trouble breathing, and my fever is really high. I'm sweating and shivering. My heart is racing, and I'm really tired. I'm also about to cough up some brown phlegm.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a lot of red spots all over my body. They are itchy and I have a fever, headache, and feel exhausted.",chicken pox,i have a lot of red spots all over my body they are itchy and i have a fever headache and feel exhausted,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a lot of red spots all over my body. They are itchy and I have a fever, headache, and feel exhausted.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a lot of pain in my joints, especially my knees and ankles. They're really stiff and it's hard for me to move around. I've also been feeling really weak and tired.",arthritis,i ve been having a lot of pain in my joints especially my knees and ankles they re really stiff and it s hard for me to move around i ve also been feeling really weak and tired,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a lot of pain in my joints, especially my knees and ankles. They're really stiff and it's hard for me to move around. I've also been feeling really weak and tired.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,My joints have been hurting a lot lately. I've been having a lot of trouble moving around and it's been really painful to walk.,arthritis,my joints have been hurting a lot lately i ve been having a lot of trouble moving around and it s been really painful to walk,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: My joints have been hurting a lot lately. I've been having a lot of trouble moving around and it's been really painful to walk.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've had a change in my bowel movements. They've been both constipated and diarrheal. I have no energy, no appetite, and I feel exhausted all the time.",peptic ulcer disease,i ve had a change in my bowel movements they ve been both constipated and diarrheal i have no energy no appetite and i feel exhausted all the time,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've had a change in my bowel movements. They've been both constipated and diarrheal. I have no energy, no appetite, and I feel exhausted all the time.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a really bad cold. I'm coughing up a storm, and my sinuses are completely blocked. I can't smell anything, and my chest hurts. My muscles are also really achy.",common cold,i have a really bad cold i m coughing up a storm and my sinuses are completely blocked i can t smell anything and my chest hurts my muscles are also really achy,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a really bad cold. I'm coughing up a storm, and my sinuses are completely blocked. I can't smell anything, and my chest hurts. My muscles are also really achy.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I'm having trouble sleeping because of stomach pain. I'm also tired after using the bathroom and I don't have much of an appetite. I'm feeling pretty anxious all the time.,peptic ulcer disease,i m having trouble sleeping because of stomach pain i m also tired after using the bathroom and i don t have much of an appetite i m feeling pretty anxious all the time,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm having trouble sleeping because of stomach pain. I'm also tired after using the bathroom and I don't have much of an appetite. I'm feeling pretty anxious all the time.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have cramps in my calves and it is difficult for me to walk. I feel tired after working for some time. I think it is because I am obese.,varicose veins,i have cramps in my calves and it is difficult for me to walk i feel tired after working for some time i think it is because i am obese,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have cramps in my calves and it is difficult for me to walk. I feel tired after working for some time. I think it is because I am obese.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a burning pain in my stomach that comes and goes. I also have a loss of appetite and energy and often feel very fatigued.,peptic ulcer disease,i have a burning pain in my stomach that comes and goes i also have a loss of appetite and energy and often feel very fatigued,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a burning pain in my stomach that comes and goes. I also have a loss of appetite and energy and often feel very fatigued.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I'm always tired, my taste is off, and my throat is really scratchy. I also have muscle pain and heat. My whole body cramps up sometimes.",allergy,i m always tired my taste is off and my throat is really scratchy i also have muscle pain and heat my whole body cramps up sometimes,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm always tired, my taste is off, and my throat is really scratchy. I also have muscle pain and heat. My whole body cramps up sometimes.
POSSIBLE_CONDITION: allergy
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a lot of joint pain, and it's been really hard to walk. I've also lost my appetite, and I feel really weak and nauseous.",dengue,i ve been having a lot of joint pain and it s been really hard to walk i ve also lost my appetite and i feel really weak and nauseous,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a lot of joint pain, and it's been really hard to walk. I've also lost my appetite, and I feel really weak and nauseous.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have small lymph nodes on my arms and face that are starting to swell. I've been really miserable all day because of the constant itching and pain.,chicken pox,i have small lymph nodes on my arms and face that are starting to swell i ve been really miserable all day because of the constant itching and pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have small lymph nodes on my arms and face that are starting to swell. I've been really miserable all day because of the constant itching and pain.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having joint pain in my fingers, wrists, and knees for a few weeks now. The pain is usually aching and throbbing, and it gets worse when I move my joints. I've also noticed some red, scaly patches on my skin.",psoriasis,i ve been having joint pain in my fingers wrists and knees for a few weeks now the pain is usually aching and throbbing and it gets worse when i move my joints i ve also noticed some red scaly patches on my skin,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having joint pain in my fingers, wrists, and knees for a few weeks now. The pain is usually aching and throbbing, and it gets worse when I move my joints. I've also noticed some red, scaly patches on my skin.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having trouble concentrating and focusing, and I've been feeling dizzy. I've also had a headache and chest pain.",hypertension,i ve been having trouble concentrating and focusing and i ve been feeling dizzy i ve also had a headache and chest pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having trouble concentrating and focusing, and I've been feeling dizzy. I've also had a headache and chest pain.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really weak in my muscles lately and my neck has been really stiff. My joints have been swollen and it's hard for me to move around. It's also been painful to walk.,arthritis,i ve been feeling really weak in my muscles lately and my neck has been really stiff my joints have been swollen and it s hard for me to move around it s also been painful to walk,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really weak in my muscles lately and my neck has been really stiff. My joints have been swollen and it's hard for me to move around. It's also been painful to walk.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a rash on my skin that is red, itchy, and scaly. It is worse in the winter months when the air is dry. I have to moisturize more frequently and use humidifiers to keep my skin hydrated.",psoriasis,i have a rash on my skin that is red itchy and scaly it is worse in the winter months when the air is dry i have to moisturize more frequently and use humidifiers to keep my skin hydrated,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash on my skin that is red, itchy, and scaly. It is worse in the winter months when the air is dry. I have to moisturize more frequently and use humidifiers to keep my skin hydrated.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having chills, nausea, a high temperature, and severe muscle pain. I also have a headache and I'm sweating a lot.",malaria,i ve been having chills nausea a high temperature and severe muscle pain i also have a headache and i m sweating a lot,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having chills, nausea, a high temperature, and severe muscle pain. I also have a headache and I'm sweating a lot.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been experiencing changes in my menstrual cycle and unexpected vaginal discharge. I also have been feeling agitated and moody.,drug reaction,i have been experiencing changes in my menstrual cycle and unexpected vaginal discharge i also have been feeling agitated and moody,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been experiencing changes in my menstrual cycle and unexpected vaginal discharge. I also have been feeling agitated and moody.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,My neck has been really tight and my muscles have felt weak. I can't move around without getting stiff and my joints are swollen. Walking is really uncomfortable.,arthritis,my neck has been really tight and my muscles have felt weak i can t move around without getting stiff and my joints are swollen walking is really uncomfortable,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: My neck has been really tight and my muscles have felt weak. I can't move around without getting stiff and my joints are swollen. Walking is really uncomfortable.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I'm burning up, and I can't catch my breath. I'm sweating and shivering, and I'm so tired. My heart is racing, and I'm coughing up brown stuff.",pneumonia,i m burning up and i can t catch my breath i m sweating and shivering and i m so tired my heart is racing and i m coughing up brown stuff,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm burning up, and I can't catch my breath. I'm sweating and shivering, and I'm so tired. My heart is racing, and I'm coughing up brown stuff.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been experiencing pain and swelling in my legs. The pain is worse when I stand for long periods of time.,varicose veins,i have been experiencing pain and swelling in my legs the pain is worse when i stand for long periods of time,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been experiencing pain and swelling in my legs. The pain is worse when I stand for long periods of time.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a lot of hunger and I can't seem to get enough to eat. My stomach hurts and cramps sometimes. After I eat, I get really bad gas and bloating.",peptic ulcer disease,i have a lot of hunger and i can t seem to get enough to eat my stomach hurts and cramps sometimes after i eat i get really bad gas and bloating,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a lot of hunger and I can't seem to get enough to eat. My stomach hurts and cramps sometimes. After I eat, I get really bad gas and bloating.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been experiencing a lot of fatigue and a general feeling of malaise. I often feel tired and have a lack of energy, even after a good night's sleep. I have also been experiencing some joint pain and stiffness, especially in my knees and ankles.",psoriasis,i have been experiencing a lot of fatigue and a general feeling of malaise i often feel tired and have a lack of energy even after a good night s sleep i have also been experiencing some joint pain and stiffness especially in my knees and ankles,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been experiencing a lot of fatigue and a general feeling of malaise. I often feel tired and have a lack of energy, even after a good night's sleep. I have also been experiencing some joint pain and stiffness, especially in my knees and ankles.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been coughing a lot and it's hard to breathe. I've been coughing up a lot of mucus and my fever is high.,bronchial asthma,i ve been coughing a lot and it s hard to breathe i ve been coughing up a lot of mucus and my fever is high,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been coughing a lot and it's hard to breathe. I've been coughing up a lot of mucus and my fever is high.
POSSIBLE_CONDITION: bronchial asthma
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a burning sensation in my throat that comes and goes. It's worse after I eat and sometimes I get a sour or bitter taste in my mouth. I also get nauseous sometimes.,gastroesophageal reflux disease,i have a burning sensation in my throat that comes and goes it s worse after i eat and sometimes i get a sour or bitter taste in my mouth i also get nauseous sometimes,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a burning sensation in my throat that comes and goes. It's worse after I eat and sometimes I get a sour or bitter taste in my mouth. I also get nauseous sometimes.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a rash on my face. It is made up of blisters. The blisters have a yellow fluid coming out of them.,impetigo,i have a rash on my face it is made up of blisters the blisters have a yellow fluid coming out of them,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash on my face. It is made up of blisters. The blisters have a yellow fluid coming out of them.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a fever, chills, and severe itching. I also have a headache and am sweating a lot. I feel awful and have nausea and muscle aches.",malaria,i have a fever chills and severe itching i also have a headache and am sweating a lot i feel awful and have nausea and muscle aches,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a fever, chills, and severe itching. I also have a headache and am sweating a lot. I feel awful and have nausea and muscle aches.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really sick lately. I've been having a high fever, chills, and severe itching. I've also been vomiting and sweating a lot. I have a headache and nausea, and my muscles are sore.",malaria,i ve been feeling really sick lately i ve been having a high fever chills and severe itching i ve also been vomiting and sweating a lot i have a headache and nausea and my muscles are sore,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick lately. I've been having a high fever, chills, and severe itching. I've also been vomiting and sweating a lot. I have a headache and nausea, and my muscles are sore.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have noticed that my legs are swollen and have dark purple veins. They are not painful but are concerning to me.,varicose veins,i have noticed that my legs are swollen and have dark purple veins they are not painful but are concerning to me,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have noticed that my legs are swollen and have dark purple veins. They are not painful but are concerning to me.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been having a lot of pain in my joints and my neck has been really tight. It's hard for me to move around without getting stiff and it's really painful to walk.,arthritis,i ve been having a lot of pain in my joints and my neck has been really tight it s hard for me to move around without getting stiff and it s really painful to walk,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a lot of pain in my joints and my neck has been really tight. It's hard for me to move around without getting stiff and it's really painful to walk.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"Hey mom and dad, I've been feeling really tired lately and I have a cough that won't go away. My fever is really high and my breathing has become shallow. I've also been coughing up a lot of mucous, thick sputum.",bronchial asthma,hey mom and dad i ve been feeling really tired lately and i have a cough that won t go away my fever is really high and my breathing has become shallow i ve also been coughing up a lot of mucous thick sputum,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: Hey mom and dad, I've been feeling really tired lately and I have a cough that won't go away. My fever is really high and my breathing has become shallow. I've also been coughing up a lot of mucous, thick sputum.
POSSIBLE_CONDITION: bronchial asthma
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been feeling chills and shivering, and I have a high fever. I also have rashes on my arms and red spots on my neck.",dengue,i have been feeling chills and shivering and i have a high fever i also have rashes on my arms and red spots on my neck,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling chills and shivering, and I have a high fever. I also have rashes on my arms and red spots on my neck.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a really bad cold. My nose is running and my eyes are all red and swollen. I've been coughing a lot and my chest feels really heavy. I can't smell anything and my muscles are really sore.,common cold,i have a really bad cold my nose is running and my eyes are all red and swollen i ve been coughing a lot and my chest feels really heavy i can t smell anything and my muscles are really sore,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a really bad cold. My nose is running and my eyes are all red and swollen. I've been coughing a lot and my chest feels really heavy. I can't smell anything and my muscles are really sore.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
